Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
HCG9	10255	-1.8314	-0.7291	-0.3866	-1.8314	-1.8314	-1.8314	-1.8314	-0.8795	-0.6971	-1.8314
HCK	3055	0.0053	0.1957	0.0351	-0.1384	0.1415	-1.759	1.2602	1.0877	-0.1637	-0.4742
HCLS1	3059	0.427	-0.159	-0.6162	-0.6518	0.3342	-0.0695	0.0647	0.9113	-0.2387	1.5666
HCN1	348980	-1.2614	-0.5235	-1.198	0.3721	0.3521	0.8554	3.106	-0.2228	-0.3713	-1.6599
HCN2	610	-0.3199	0.3389	0.5219	-0.3295	-0.2088	-0.5657	-0.182	-0.0806	0.5307	-0.004
HCN3	57657	0.0375	0.6634	0.5353	0.1221	-0.5756	-0.0985	0.7109	0.2651	1.6312	0.0937
HCN4	10021	-0.4418	1.3512	-0.764	-0.3105	0.7316	-0.8242	-1.2759	0.9703	-0.1196	-1.0847
HCP5	10866	0.3989	0.8996	0.2042	1.1049	-0.4149	-0.0295	-0.4199	0.5409	0.1222	-0.169
HCRT	3060	-0.4397	-1.6067	-1.6067	-1.6067	-1.6067	-1.6067	0.1884	-0.3653	2.7576	0.1668
HCRTR1	3061	-1.007	-0.1536	-0.8784	-0.4666	1.9501	-1.8158	-0.838	0.5047	-1.0799	-1.8158
HCRTR2	3062	-2.1712	-2.1712	-0.4759	0.2689	-2.1712	-2.1712	0.7869	-1.0543	-0.8402	-1.0315
HCST	10870	0.5054	0.3459	0.0077	-0.8161	0.1353	-0.5475	-0.0468	0.9751	-0.1574	-0.149
HDAC10	83933	0.6319	0.5173	0.3707	-0.2937	0.1769	0.7635	1.2836	0.231	0.1084	0.3158
HDAC11	79885	1.3363	0.4146	-0.5524	-1.5402	0.5701	0.4141	1.0814	-0.7473	0.8812	-0.3132
HDAC1	3065	0.2593	0.3815	-0.6752	-0.1558	-0.8133	-0.1465	0.7424	0.6848	-1.5996	-1.9337
HDAC2	3066	-1.5983	0.4972	0.4723	0.3128	0.9839	-1.5211	-1.3237	0.6344	-1.301	-1.199
HDAC3	8841	-0.6929	0.1869	-1.7772	-0.0979	0.3667	1.2853	0.2277	-0.4472	0.569	4.1112
HDAC4	9759	-1.4411	-0.1014	-1.5417	-0.1108	-0.7939	-0.0121	1.6356	0.2288	-0.98	0.3689
HDAC5	10014	0.1893	-0.3571	-0.1572	-0.9863	0.3579	-0.4458	0.214	-0.6519	-0.3216	1.8576
HDAC6	10013	0.0296	0.667	-1.0633	0.4481	0.1356	-0.1233	0.7002	0.8068	1.2554	2.5598
HDAC7	51564	0.1033	0.2254	0.8069	0.8598	0.7474	0.2927	1.0485	0.1582	-0.1957	1.2289
HDAC8	55869	-0.6562	-0.0011	-0.96	-0.9135	-0.3352	0.1847	0.214	-0.0112	0.0718	1.2279
HDAC9	9734	-0.7035	0.5353	1.8286	0.4584	-0.396	-0.461	-0.1361	0.478	-0.8544	-0.306
HDC	3067	-0.3434	-0.142	-0.1377	-0.7421	0.3834	0.2255	-0.2144	-0.0642	-1.0424	-1.4047
HDDC2	51020	-0.699	0.4805	0.2498	0.0769	0.5555	-0.8188	-0.8212	0.3388	-0.9767	-1.0378
HDDC3	374659	1.0382	-0.4489	-0.7619	0.1682	0.2771	-0.7098	-0.7452	-0.4256	-0.1725	-0.2724
HDGF	3068	-0.3558	-0.1912	2.7695	1.1609	0.1735	-0.5624	0.2843	0.7283	0.5412	0.6997
HDGFL1	154150	-0.6089	-3.2187	-3.2187	-3.2187	-3.2187	-3.2187	-3.2187	-3.2187	-3.2187	-3.2187
HDGFL2	84717	0.5792	0.2159	0.2766	0.271	0.5185	0.3658	0.7703	-0.2127	0.3785	0.9001
HDGFL3	50810	-1.1013	-0.5049	-0.7473	-0.3009	0.6859	0.1677	-0.76	-0.1255	-0.3405	1.1346
HDHD1A	8226	-0.1588	-0.1937	-1.6518	0.1793	0.4179	-1.0229	-0.7577	0.0923	0.4612	-0.3418
HDHD2	84064	-0.0926	0.1831	-1.0898	-0.4437	-0.0063	-0.8065	-0.8697	0.0132	-0.4857	-1.098
HDHD3	81932	0.9638	0.5598	-2.3036	-0.0806	-0.1081	0.7444	0.3146	0.1081	0.5861	-0.9246
HDLBP	3069	-0.1189	-0.3254	0.1754	0.1681	0.779	-1.1105	0.5027	-0.7997	0.6884	1.4239
HDX	139324	0.2945	0.6144	-0.3634	0.5147	0.2459	0.4587	-0.0847	0.5713	0.9594	-0.7485
HEATR1	55127	-0.8321	-0.6842	0.299	0.5924	0.0087	0.1549	0.5727	1.1514	0.8117	0.1304
HEATR2	54919	-0.4841	-1.1341	-0.1984	1.4767	0.2337	0.3446	0.1246	0.4011	-0.2421	1.0966
HEATR3	55027	-0.6212	-0.4381	-0.0177	0.8914	0.1768	0.0205	-0.0938	0.6476	-0.1428	-1.9609
HEATR4	399671	1.2989	-1.2222	-0.0894	1.2531	-0.1973	1.9643	-1.9881	-0.0726	0.2478	-0.0792
HEATR5A	25938	-0.4497	-0.2571	0.1024	0.2634	-0.1975	-0.1342	0.7131	0.6748	0.1675	-2.7883
HEATR5B	54497	0.9548	-0.5212	-1.1521	-0.2985	-0.0155	0.4143	-0.1099	0.3316	0.5189	-0.5443
HEATR6	63897	-0.3563	-0.8905	0.5671	0.8221	0.0378	0.0133	-0.9944	0.4706	0.0427	0.6978
HEATR7A	727957	-0.261	0.9962	0.2959	-0.4997	0.5345	-0.0259	0.5546	0.035	2.7305	1.2547
HEATR7B2	133558	-1.7992	-0.8861	-0.6024	-1.7992	0.0941	0.9491	-0.5508	-1.7992	-1.7992	-0.9946
HEBP1	50865	0.2196	-0.3655	0.2449	0.1141	0.8183	0.0154	-0.4279	-0.5839	1.1924	2.5433
HEBP2	23593	0.0684	0.6377	1.2457	0.2097	2.8971	-0.626	0.1822	0.4364	0.0834	-0.7123
HECA	51696	-0.4073	0.321	-0.1263	0.4728	2.4936	-0.571	-0.7436	0.3886	-1.3255	-0.9315
HECTD1	25831	-0.1066	-0.2209	0.078	-0.7574	-0.4222	-0.5103	0.2964	0.2952	0.6049	-1.5367
HECTD2	143279	-0.5532	-0.4447	-1.2376	0.202	0.3244	0.7002	0.0706	0.1946	-0.7853	-0.7816
HECTD3	79654	2.2782	-0.0138	0.632	-0.372	0.3874	0.5727	0.4632	1.1691	0.4014	-1.723
HECW1	23072	-0.0381	-0.6114	-1.3623	0.9786	-1.0149	1.0128	1.0078	-1.274	-1.2443	-0.5022
HECW2	57520	-0.9034	-0.9211	-0.3994	-0.2307	0.248	-0.8888	0.2921	0.6923	-0.5333	-0.8384
HEG1	57493	-0.4756	-0.1595	-0.5446	0.5251	0.486	0.2233	0.1781	0.3338	-0.1832	-1.043
HELB	92797	-0.7394	0.8811	-1.2454	-0.6594	-0.6379	-0.8489	-0.176	0.9303	-0.2196	-0.7894
HELLS	3070	0.1462	1.294	-0.1767	0.547	-0.1524	-1.7083	-0.5834	0.8038	0.0038	1.1853
HELQ	113510	0.0661	-0.5925	-1.5928	0.3502	-0.7378	-0.1476	-1.2336	0.0217	-0.4827	0.8073
HELT	391723	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738	-10.4738
HELZ	9931	0.1394	-0.429	-1.009	-0.1262	-0.3727	0.8032	-1.4215	0.5577	-0.1629	0.1931
HEMGN	55363	-1.5244	-0.1068	-0.725	-0.3738	-0.2597	-0.6801	-1.5244	-0.5942	-0.8968	-0.5771
HEMK1	51409	0.7278	0.8889	0.5351	-0.3224	0.1146	1.0827	0.8318	-0.2477	0.6815	0.4951
HEPACAM	220296	-1.4525	-1.4525	-1.4525	0.2923	-1.4525	-0.9472	-0.9534	-1.4525	-1.4525	0.2026
HEPACAM2	253012	-0.3376	0.4819	0.3169	-1.097	-0.4039	-0.9685	-0.5827	0.6357	0.4419	-2.1895
HEPH	9843	1.2229	-0.7987	-0.0665	0.3792	-0.082	0.9782	0.3287	0.2813	-0.5124	-0.4499
HEPHL1	341208	-1.0615	-0.4407	2.7508	0.349	0.993	-0.3679	-0.3785	-0.402	0.7496	0.686
HEPN1	641654	-1.2818	-0.9085	-1.2818	-0.0398	0.2469	-0.419	-1.2818	-0.9594	-0.6161	-1.2073
HERC1	8925	-0.662	-0.41	-1.2805	-0.8636	-0.3733	0.0827	-0.657	0.4686	-0.4177	-0.1398
HERC2	8924	-0.3729	-0.2719	-1.3151	0.1917	-0.2084	0.2428	0.3612	0.6224	-0.004	0.2485
HERC2P2	400322	-0.0991	-0.3655	0.1792	0.445	-0.0452	0.9969	-0.0419	1.0762	0.3846	0.1591
HERC2P4	440362	0.3015	1.8509	0.2282	0.8944	-0.9367	1.5514	2.0837	-1.4871	-1.4118	-1.4791
HERC3	8916	0.8566	0.3059	1.707	-0.2028	-0.6597	-0.0444	0.2379	0.185	0.5721	-1.4772
HERC4	26091	0.1395	0.5405	3.9376	0.3981	0.5758	-0.3284	-0.35	-0.2224	0.5521	0.9979
HERC5	51191	-0.6151	0.7209	1.1017	-0.4834	-0.3722	-1.3491	0.0638	1.3837	-0.661	0.4099
HERC6	55008	0.799	1.1712	0.7783	1.0521	-0.3861	-0.6034	-0.4302	1.8057	0.0152	-1.8082
HERPUD1	9709	-0.0164	-0.6762	-1.184	-0.5164	0.0005	0.2469	-1.0054	-0.4504	-0.4655	-0.0137
HERPUD2	64224	-0.4649	-1.4458	-0.5136	0.7906	0.5144	0.3905	-0.4157	0.2564	0.2611	-0.1816
HES1	3280	1.4595	0.5776	0.446	1.4257	-0.2124	0.2916	0.4598	0.0781	-0.2266	-1.5776
HES2	54626	-0.9785	-0.6632	2.3169	0.284	-0.3259	-0.7521	1.1541	0.5236	-0.274	0.6409
HES3	390992	-3.4744	-3.4744	-3.4744	-3.4744	2.2931	-3.4744	-3.4744	-3.4744	-3.4744	-3.4744
HES4	57801	0.45	0.6883	1.3853	0.1884	0.3286	-0.0139	0.8111	0.5876	-0.3422	1.631
HES5	388585	-0.5586	0.2488	-0.3912	-0.5909	-1.7748	-1.7748	-0.3396	0.9293	-0.6556	-0.4593
HES6	55502	-0.4839	0.4424	0.0637	-0.4771	0.795	-1.5919	0.4847	0.4593	0.0481	-1.0024
HES7	84667	-0.8598	0.0917	2.9201	0.5853	-1.9785	1.5408	-0.6584	-1.4801	-0.6052	0.7784
HESRG	790952	-1.8062	-1.8062	-1.8062	0.4026	-1.8062	-1.8062	-1.8062	-1.8062	-0.6014	-1.8062
HESX1	8820	-1.3077	1.1197	1.0895	-0.0939	-0.291	0.0798	-0.3136	1.9964	-1.0002	0.211
HEXA	3073	-0.4425	0.7055	0.713	-1.0385	0.0598	-0.8909	0.0116	0.1096	-0.5711	0.8322
HEXB	3074	0.7464	2.8611	-0.7586	0.0842	0.1043	0.0945	-0.1096	0.2693	1.1156	-0.6635
HEXDC	284004	0.2091	-0.2147	-0.8024	-0.1939	0.3353	0.4244	-0.5577	0.3957	-0.2276	1.5836
HEXIM1	10614	-0.9119	-0.2398	-1.354	-0.0184	-0.5649	0.5347	0.868	0.1664	-0.8209	1.4546
HEXIM2	124790	0.9184	-0.463	-1.1227	-0.1708	-0.0775	-0.0449	0.258	-0.2782	-0.4221	1.5258
HEY1	23462	-0.0663	-1.0919	0.2028	1.2365	0.0238	1.194	-0.6832	-0.0664	-1.3737	-0.4782
HEY2	23493	0.4766	-1.7426	0.2004	1.7781	0.4803	0.1092	0.2893	0.4305	-1.2238	0.2174
HEYL	26508	1.0673	0.6179	0.4915	-0.5298	1.1819	0.4124	-0.4411	0.8768	0.6543	-1.1051
HFE2	148738	-1.782	-0.9934	-1.782	0.5926	-0.1468	0.0409	-1.782	-1.782	-0.9705	-0.5571
HFE	3077	-0.0389	-0.1617	-0.2539	-0.3408	0.1539	-0.3235	0.9278	0.6674	0.7507	0.0476
HFM1	164045	0.0749	0.4226	-1.3198	-0.3173	0.2633	-0.6397	-0.2415	0.1897	-0.8922	-1.8444
HGC6.3	100128124	-1.713	-1.713	0.3059	-1.713	-1.713	-1.713	-1.713	-0.9223	-1.713	-0.2908
HGD	3081	0.8057	0.7004	-2.0166	-0.3747	-0.3965	0.8406	0.0382	0.415	0.422	-3.4744
HGF	3082	0.0619	0.2212	-0.3599	-0.5151	0.671	0.2496	-0.5855	1.2337	0.4861	-1.6088
HGFAC	3083	-0.9376	-1.0156	-0.8304	0.662	-0.3759	0.182	-1.6115	-1.0969	-0.1938	2.1122
HGS	9146	0.3552	-1.0149	1.1515	-0.5593	0.4298	-0.143	-0.0568	0.1505	0.7663	1.7056
HGSNAT	138050	0.7002	-0.5705	0.0568	1.0275	0.7326	0.9472	-0.0836	0.4236	1.0996	1.2169
HHAT	55733	0.0621	0.6601	-1.6322	-0.2459	-0.3401	0.2014	0.9051	0.3071	1.6813	-0.1518
HHATL	57467	-0.2748	0.0149	-0.2754	-1.3748	-1.3748	-0.9838	-1.3748	1.501	0.9293	-1.3748
HHEX	3087	-0.2574	0.5836	-1.0284	-0.3001	0.5873	-0.8665	-0.78	0.6812	0.0361	-1.1584
HHIP	64399	-0.1146	-0.7938	0.5327	0.8238	1.3675	-0.0838	0.7382	-0.1542	-0.2238	1.0128
HHIPL1	84439	-0.6187	-0.6549	-0.1226	1.0751	0.3617	0.1327	1.2067	-0.4175	-0.3667	0.3744
HHIPL2	79802	-0.6437	-0.1629	0.2341	-0.663	0.7657	-0.8507	-0.2539	-1.0453	-0.9835	-0.5846
HHLA1	10086	-2.0287	-2.0287	2.2352	-2.0287	-2.0287	-2.0287	-2.0287	-2.0287	-2.0287	-2.0287
HHLA2	11148	0.7069	0.8716	-0.9678	0.4832	-0.3687	0.1987	0.062	0.8326	0.6093	-2.6519
HHLA3	11147	0.0284	2.1022	0.3879	-1.0992	-0.3704	-0.72	-0.7398	0.5766	0.0583	1.4612
HIAT1	64645	-0.7299	-0.3081	0.1913	0.4061	0.214	0.3991	-1.3522	0.5341	-0.8834	-0.3808
HIATL1	84641	0.0134	0.4474	-0.3174	0.5151	0.2405	0.0455	0.1395	-0.6277	0.6172	-0.4561
HIATL2	84278	1.7169	0.3038	-0.8411	0.9757	-1.3133	0.4154	0.6908	-0.6074	1.3043	0.9497
HIBADH	11112	0.4038	-0.4445	-0.2467	-0.0125	0.7688	0.398	-0.5385	-0.394	-0.5114	-0.3547
HIBCH	26275	-0.5361	0.2013	-2.5289	0.4298	-0.4458	-0.1154	1.0462	-0.8246	0.3955	-1.0715
HIC1	3090	0.1411	-0.1176	0.0333	0.1766	0.7005	0.9245	0.7495	0.4071	-0.0183	0.462
HIC2	23119	-1.4687	-0.3902	-1.7169	-1.1649	0.1468	0.7783	-0.1352	-0.0619	-1.6241	-0.1704
HIF1A	3091	-1.4127	0.6488	1.4184	-0.7336	0.1896	-1.0497	-0.2158	0.2987	-0.3824	-1.9733
HIF1AN	55662	0.2712	-0.3283	-0.9257	-0.1875	-0.6242	-0.9483	0.2308	0.2229	0.3249	2.9741
HIF3A	64344	1.6387	-0.4598	0.0703	-1.3706	-0.5213	0.7821	-1.0296	0.6103	0.7473	-0.0787
HIGD1A	25994	0.6863	0.5908	1.5113	-0.6298	-0.3375	-0.3666	-0.3636	-0.1863	1.559	-3.9703
HIGD1B	51751	0.8327	-0.6622	-0.1094	-0.303	0.6818	-0.6917	0.4058	0.5505	-0.2533	-1.4981
HIGD1C	613227	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889	-3.0889
HIGD2A	192286	0.7294	0.1993	-0.7393	0.2775	-0.2664	-0.2664	0.4774	-0.6475	-0.1184	-0.1771
HIGD2B	123346	-2.0203	-0.6882	-2.0203	-2.0203	-2.0203	-2.0203	1.0263	-0.87	-2.0203	3.4803
HILS1	373861	-1.3829	-1.3829	-1.3829	-1.3829	-0.3002	-0.2696	-0.6409	-0.3063	-1.3829	0.1551
HINFP	25988	1.7586	1.3483	1.3007	0.3892	0.4291	-0.2688	-0.3106	0.1254	-0.4098	1.7449
HINT1	3094	0.0916	-0.2204	-1.1596	-0.2818	0.0141	0.0451	-0.4223	-0.9399	-0.1848	1.3058
HINT2	84681	1.2553	0.4074	-0.3067	-0.4831	0.2935	-1.0606	-0.1045	-0.6323	0.6367	-0.0536
HINT3	135114	-0.9273	0.3387	-0.296	-0.573	0.6126	-1.4428	-0.3789	0.3735	-1.4942	-2.4227
HIP1	3092	0.4837	0.2006	-0.8904	0.6374	0.1141	0.4318	0.5598	0.7638	0.1749	0.3998
HIP1R	9026	0.6435	0.5706	-1.781	-1.2139	0.4893	0.3102	0.6826	0.4781	-0.0629	-1.6555
HIPK1	204851	0.1472	0.343	-1.0194	-0.3897	-0.5034	0.6543	-0.8896	0.6852	-0.0283	-2.5614
HIPK2	28996	0.2411	-0.079	-0.5102	-1.142	-0.1526	-0.6444	0.1818	0.7943	-0.1252	-1.2138
HIPK3	10114	0.3638	-0.0011	-0.0586	-0.1077	0.0318	0.252	-0.1077	0.5617	0.293	-0.4376
HIPK4	147746	-0.5307	-2.253	0.2346	-2.9375	0.667	1.2359	0.318	-1.2174	-0.9719	1.1759
HIRA	7290	-0.4077	-0.7037	-1.525	-0.8487	-0.5111	0.1455	-0.0219	0.0933	-1.4692	-1.3644
HIRIP3	8479	0.4945	-0.2002	-1.3287	-1.8575	-0.4656	-0.6456	-1.1807	-0.4318	-1.4495	0.9835
HIST1H1A	3024	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177	-2.0177
HIST1H1B	3009	-1.6288	-0.5691	-1.6288	0.6967	0.3585	-1.6288	-1.6288	0.1402	-0.5418	2.034
HIST1H1C	3006	-0.591	-0.4507	-0.1033	1.2372	-0.8172	-0.7487	0.6599	-0.7875	0.5861	1.4597
HIST1H1D	3007	-0.2676	0.2209	-0.1124	1.6751	-0.864	0.1143	-1.156	-1.0907	1.0551	2.756
HIST1H1E	3008	-0.1907	0.5307	1.2974	1.6075	-1.5413	-1.1153	0.6766	-0.8694	0.4595	1.1821
HIST1H1T	3010	-0.996	-2.0008	-0.0419	1.389	-2.0008	-2.0008	-0.786	-1.2336	-2.0008	0.267
HIST1H2AA	221613	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249	-3.5249
HIST1H2AB	8335	-2.3979	-2.3979	-2.3979	0.593	-2.3979	1.2668	-2.3979	-1.0289	-0.7664	-2.3979
HIST1H2AC	8334	-0.6832	-0.1429	0.3888	1.6751	-0.9735	-0.3194	0.4106	-0.5684	0.3127	0.8497
HIST1H2AD	3013	-1.8795	-1.8795	-0.8098	-0.2145	-1.8795	-1.5501	-1.8795	-1.8795	0.5335	0.8456
HIST1H2AE	3012	-0.3795	-0.8772	0.6524	1.1308	-0.688	-0.4836	-0.2943	-0.8692	-0.245	2.1502
HIST1H2AG	8969	-1.1541	-0.1299	0.8075	0.1478	-2.162	0.3301	-2.162	-0.0413	-0.4505	2.9946
HIST1H2AH	85235	-1.629	-1.629	-1.629	-1.629	-1.629	-1.629	-0.3958	-0.2534	-0.7008	0.2618
HIST1H2AJ	8331	-2.0442	-1.0409	-0.7291	2.4124	0.0363	0.2752	-0.6723	-1.1778	-0.2547	1.2575
HIST1H2AK	8330	-0.8376	-2.1031	-1.2473	2.0735	-0.7492	0.5336	0.2074	-0.757	1.296	1.3594
HIST1H2AL	8332	-2.0849	-2.0849	-0.8353	-0.2864	-2.0849	-2.0849	-2.0849	0.3107	1.0526	3.522
HIST1H2AM	8336	-0.7984	-0.9175	0.6331	0.939	-0.0463	-0.3046	-0.3202	-0.4648	0.7666	2.0182
HIST1H2BA	255626	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148	-8.6148
HIST1H2BB	3018	-2.4635	-2.4635	3.0782	-2.4635	-2.4635	-2.4635	-2.4635	-0.8043	-2.4635	-2.4635
HIST1H2BC	8347	-0.9324	-0.5794	0.3177	1.2968	-1.1462	-1.0987	1.2824	-0.3893	-0.3483	1.7155
HIST1H2BD	3017	0.0318	-1.3119	0.3926	1.2258	-0.9812	-0.5504	1.1656	-0.7195	-0.2878	1.4155
HIST1H2BE	8344	-1.2121	-0.8561	0.4309	0.9929	-0.9087	-0.9387	0.2243	-1.0496	0.1195	0.9247
HIST1H2BF	8343	-0.9303	-1.4958	0.45	0.725	-1.4958	-0.34	-0.0052	-0.465	0.3326	2.883
HIST1H2BG	8339	-1.5231	-0.7959	0.6411	1.42	-0.7835	-0.2516	-1.441	-1.0431	-0.1078	0.3676
HIST1H2BH	8345	-1.1348	-0.4341	-0.6866	-0.3501	0.1024	-1.6068	-1.6068	-1.2464	-1.6068	-0.5416
HIST1H2BI	8346	-1.788	-0.5882	-1.788	-1.788	-1.788	-1.788	-1.788	-1.788	-1.788	-1.788
HIST1H2BJ	8970	-1.251	-0.129	0.531	1.5436	-0.7462	-0.6421	-0.8033	0.4707	0.6694	1.7844
HIST1H2BK	85236	-0.588	-0.4673	-0.2687	1.2538	-0.9583	-0.9779	0.6727	-0.6499	0.6572	1.1695
HIST1H2BL	8340	0.2148	-1.9808	-0.8594	1.2833	-0.2068	-0.0032	0.5697	-0.217	-1.9808	2.9363
HIST1H2BM	8342	-1.476	-1.476	1.2735	0.4552	-0.1462	-1.476	-1.476	-0.9222	0.0498	0.8318
HIST1H2BN	8341	-1.3768	-1.0223	-0.4503	-0.0909	-1.6422	-0.8363	0.1219	-0.847	0.0444	0.9387
HIST1H2BO	8348	-0.7658	-1.2545	-0.6269	2.0527	-1.7753	-1.0543	-1.7753	-0.7015	1.0365	1.6492
HIST1H3A	8350	-1.9855	-0.8907	-1.9855	0.0799	-1.9855	-1.9855	-0.4886	-0.3157	0.6192	-0.285
HIST1H3B	8358	-1.7324	-0.8949	-1.7324	-0.1523	-1.7324	-1.7324	-1.7324	0.6984	-1.7324	-0.4315
HIST1H3C	8352	-0.8896	0.8112	-0.7074	-0.1242	-2.0352	-2.0352	-2.0352	0.0532	-2.0352	1.298
HIST1H3D	8351	-0.3369	0.172	1.1074	1.1859	-0.8785	-0.6814	-0.3605	0.051	-0.0164	1.3821
HIST1H3E	8353	-0.972	-0.5856	-2.034	0.1933	-0.973	-1.1373	-2.0054	-0.9259	1.314	2.204
HIST1H3F	8968	-1.9019	-1.9019	-1.9019	-1.9019	-1.9019	-1.9019	-1.9019	-1.9019	-0.6461	-0.0065
HIST1H3G	8355	-1.5323	-1.5323	-1.5323	-1.5323	-1.5323	-0.7139	-0.724	-1.5323	0.1653	-1.0114
HIST1H3H	8357	-0.285	-0.7069	0.671	1.2606	-1.6614	0.0083	0.6264	-0.4509	0.4135	2.2788
HIST1H3I	8354	0.0532	-0.1509	-1.9287	-1.9287	-1.9287	-1.9287	-1.9287	-0.3691	1.0076	0.6813
HIST1H3J	8356	-2.2536	-2.2536	1.2516	0.0392	-2.2536	-2.2536	-2.2536	-1.2041	-2.2536	1.7455
HIST1H4A	8359	-2.1258	-2.1258	-2.1258	-2.1258	-2.1258	-2.1258	-2.1258	-2.1258	-0.5937	-0.8139
HIST1H4B	8366	-1.6854	0.4662	0.3556	1.8465	-1.6854	-0.4039	-0.4197	-0.886	-1.6854	-0.8697
HIST1H4C	8364	-1.7093	-0.8186	-1.7093	-1.7093	-1.7093	-1.7093	-1.7093	0.5288	-0.7927	0.1578
HIST1H4D	8360	-1.8891	-0.9125	-0.6089	1.0519	-1.8891	-0.5371	-1.8891	-1.0457	-0.1472	2.3708
HIST1H4E	8367	0.2077	0.0445	-0.4784	1.5798	-0.8925	-0.1278	0.6376	-1.5107	1.0666	1.8546
HIST1H4F	8361	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285	-1.1285
HIST1H4G	8369	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069	-2.1069
HIST1H4H	8365	-1.1418	-1.1315	-0.3638	1.4758	-1.5912	-1.2769	0.9735	-0.285	-0.3071	0.193
HIST1H4I	8294	-2.1257	0.0618	0.9039	-0.657	-0.5115	-0.3261	-0.3452	-0.1694	0.1098	3.2202
HIST1H4J	8363	-0.5295	-0.8448	0.2573	0.2218	-1.4084	-0.8875	-0.3459	0.2459	-1.4386	0.2001
HIST1H4K	8362	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594	-3.1594
HIST1H4L	8368	-2.3159	-2.3159	-2.3159	-2.3159	-2.3159	-2.3159	-2.3159	-2.3159	-2.3159	-0.7131
HIST2H2AA3	8337	0.0368	0.2324	0.6769	1.4317	-0.6182	-0.2754	0.3864	-1.0025	0.945	2.4819
HIST2H2AB	317772	-0.7589	-0.1863	0.2531	-1.8247	-1.8247	-1.8247	-1.8247	-1.8247	0.4174	2.2858
HIST2H2AC	8338	-0.4622	-0.8296	0.0985	0.9748	-0.8912	-0.4643	-0.4863	0.2459	0.4011	0.9702
HIST2H2BA	337875	-0.6227	-0.0602	0.3801	0.8723	-1.5547	0.3956	0.2922	-0.0836	1.3656	2.1851
HIST2H2BE	8349	-0.0156	0.3381	0.926	2.2427	-1.1063	0.0114	0.3751	-0.8368	1.3279	2.5934
HIST2H2BF	440689	-0.4531	0.5286	1.5076	2.3062	-0.7199	-0.37	0.2589	-0.6764	1.2638	2.2425
HIST2H3C	126961	-0.5185	-0.6549	-0.7222	1.4715	-0.1275	-0.2686	0.0293	-0.3292	0.7268	2.8292
HIST2H3D	653604	-0.9887	-1.0882	-1.8474	-0.415	-1.8474	0.4379	-1.8474	1.0578	0.3328	2.2974
HIST2H4A	8370	-0.5088	0.2145	0.9367	1.6044	-0.9437	-0.7203	-0.7908	-0.9021	0.3064	2.8101
HIST3H2A	92815	0.7583	0.3208	-1.1626	0.0194	-0.2587	-0.3632	0.8273	-0.3393	0.6236	2.1148
HIST3H2BB	128312	1.1239	1.8702	0.3014	0.8989	-2.1452	-2.1452	0.6792	0.0077	0.4942	2.667
HIST3H3	8290	-2.1001	-2.1001	-2.1001	-2.1001	-2.1001	-0.2194	-0.2425	-0.9269	-0.702	0.0101
HIST4H4	121504	-0.6968	0.0509	-0.6067	2.0875	-1.6645	-0.509	-0.2094	0.5973	0.9085	3.8813
HIVEP1	3096	-1.0748	-0.4239	-0.2692	0.4089	0.476	-0.1258	0.1614	0.5118	-0.0754	0.0919
HIVEP2	3097	-0.4128	0.7118	0.535	-0.9821	0.4296	-0.5714	-0.4638	0.1725	-0.1525	0.4678
HIVEP3	59269	-0.1907	1.1088	0.9214	-0.2875	-0.0695	-1.2165	1.1262	0.6785	-1.1054	-0.4227
HJURP	55355	0.1803	0.647	0.7509	0.7471	-0.0782	-1.0205	-0.0011	0.6311	-0.0207	1.1743
HK1	3098	0.5248	0.2674	0.4899	-0.51	0.2333	-0.7922	0.2288	-0.6856	0.7401	2.599
HK2	3099	-0.1125	1.2052	1.158	-0.1736	-0.7787	-0.197	0.2887	-0.5188	1.0145	0.1069
HK3	3101	0.1087	0.3054	0.5033	-0.3031	-0.2258	-1.3382	1.5196	0.8452	-0.0593	0.2092
HKDC1	80201	0.2463	0.8335	-0.5837	0.6378	0.1329	0.1314	0.4499	0.2339	0.5084	-2.3922
HKR1	284459	-0.1778	0.0088	0.7505	1.0843	-0.3944	-0.0736	0.7471	0.019	1.035	-0.462
